,Title,Author,Editor,AutGen,EdGen,AutM,AutF,EdM,EdF,Type,Importance,Year,Publisher,Convener,Rank,Cluster,Level,Weighted,Senior,Female,single.female,single.male,Single,Top,Top.Press,two,three,female.comale,female.cofemale,Self,male.comale,male.cofemale,Male,book,article
12391,American Political Science Review,"Mansfield, Edward D.; Milner, Helen V.; Rosendorff, B. Peter",,MFM,,2,1,0,0,Article,Background,2000,American Political Science Association,NA,NA,NA,Masters,0.333,NA,1,0,0,0,1,0,0,1,1,0,FALSE,0,1,0,0,1
12392,Review of Economics and Statistics,"Bown, Chad P.",,M,,1,0,0,0,Article,Background,2004,The MIT Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,0,1
12394,Journal of World Trade,"Athukorala, Prema-chandra",,M,,1,0,0,0,Article,Background,2004,"Aspen Publishers, Inc.",NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12395,Agenda,"Heydon, Kenneth",,M,,1,0,0,0,Article,Background,2006,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12396,International Organization,"Mansfield, Edward D.; Reinhardt, Eric",,MM,,2,0,0,0,Article,Background,2003,Cambridge University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,1,1,0,0,0,0,FALSE,1,0,1,0,1
12400,International Organization,"Chase, Kerry A.",,M,,1,0,0,0,Article,Essential,2003,Cambridge University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,1,1,0,0,0,0,FALSE,0,0,1,0,1
12402,The World Trade Organization: constitution and jurisprudence,"Jackson, John H.",,M,,1,0,0,0,Book,Background,1998,Pinter,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12403,International Organization,"Ruhs, Martin; Chang, Ha-Joon",,MM,,2,0,0,0,Article,Background,2004,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12404,History of Economic Analysis,"Schumpeter, Joseph A.",,M,,1,0,0,0,Book,Background,NA,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12405,Journal of International Economics,"De Gregorio, J.; Lee, J-W.; Borensztein, E.",,MMM,,3,0,0,0,Article,Background,NA,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12406,International Studies Quarterly,"Pelc, Krzysztof J.",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12407,Comparative Political Studies,"De BiEvre, D.",,M,,1,0,0,0,Article,Essential,2005,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12408,Journal of International Economics,"Alfaro, Laura; Chanda, Areendam; Kalemli-Ozcam, Sebnem; Sayek, Selin",,FMFF,,1,3,0,0,Article,Essential,2004,,NA,NA,NA,Masters,0.75,NA,1,0,0,0,0,0,0,0,1,0,FALSE,0,1,0,0,1
12410,"The evolution of the trade regime: politics, law, and economics of the GATT and the WTO","Barton, John H.",,M,,1,0,0,0,Book,Background,2006,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12412,Review of Economics and Statistics,"Frankel, Jeffrey A.; Rose, Andrew K.",,MM,,2,0,0,0,Article,Essential,2005,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12413,International Organization,"Goldstein, Judith; Martin, Lisa L.",,FF,,0,2,0,0,Article,Background,2000,The MIT Press,NA,NA,NA,Masters,1,NA,1,0,0,0,1,1,0,0,0,1,FALSE,0,0,0,0,1
12414,Journal of European Public Policy,"Elgstroem, Ole; Joensson, Christer",,MM,,2,0,0,0,Article,Background,2000,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12415,American Journal of Political Science,"Prakash, Aseem; Potoski, Matthew",,MM,,2,0,0,0,Article,Background,2006,Midwest Political Science Association,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12416,International Organization,"Meunier, Sophie",,F,,0,1,0,0,Article,Background,2000,,NA,NA,NA,Masters,1,NA,1,1,0,1,1,0,0,0,0,0,FALSE,0,0,0,0,1
12418,Journal of Contemporary China,"Wang, Shaoguang",,M,,1,0,0,0,Article,Background,2000,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12419,World Economy,"Bhagwati, Jagdish N.",,M,,1,0,0,0,Article,Background,1992,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12420,World Trade Review,"Busch, Marc L.; Reinhardt, Eric; Shaffer, Gregory",,MMM,,3,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12421,International Negotiation,"Duchesne, Erick; Clark, William R.; Meunier, Sophie",,MMF,,2,1,0,0,Article,Background,2000,International Negotiation,NA,NA,NA,Masters,0.333,NA,1,0,0,0,0,0,0,1,1,0,FALSE,0,1,0,0,1
12422,Free trade under fire,"Irwin, Douglas A.",,M,,1,0,0,0,Book,Background,2009,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12423,Perspectives on Work,"Stiglitz, Joseph F.",,M,,1,0,0,0,Article,Background,2000,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12424,Review of Economics and Statistics,"Gawande, Kishore; Bandyopadhyay, Usree",,MF,,1,1,0,0,Article,Background,2000,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12426,Intellectual property rights in the global economy,"Maskus, Keith E.",,M,,1,0,0,0,Book,Background,2000,Institute for International Economics,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12427,"The anatomy of an international monetary regime: the classical gold standard, 1880-1914","Gallarotti, Giulio M.",,M,,1,0,0,0,Book,Background,1995,Oxford University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12428,Review of International Studies,"Grieco, Joseph M.",,M,,1,0,0,0,Article,Background,1995,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12429,Financial regulation in the global economy,"Herring, Richard; Litan, Robert E.",,MM,,2,0,0,0,Book,Background,1995,Brookings Institution Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12430,Currency and coercion: the political economy of international monetary power,"Kirshner, Jonathan",,M,,1,0,0,0,Book,Background,1995,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12431,Foreign Affairs,"Krugman, Paul R.",,M,,1,0,0,0,Article,Background,1995,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12432,The international monetary and financial system: developing-country perspectives,"Helleiner, Gerald K.",,M,,1,0,0,0,Book,Background,1995,Palgrave Macmillan,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12433,Review of International Political Economy,"Helleiner, Eric",,M,,1,0,0,0,Article,Background,1995,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12434,Review of International Studies,"Underhill, Geoffrey R. D.",,M,,1,0,0,0,Article,Background,1995,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12435,Currency politics: the political economy of exchange rate policy,"Frieden, Jeffry A.",,M,,1,0,0,0,Book,Background,2015,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12436,Review of International Political Economy,"Gallagher, Kevin P.",,M,,1,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12437,Review of International Political Economy,"Moschella, Manuela",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12438,Review of International Political Economy,"Sigurgeirsdottir, Silla; Wade, Robert H.",,FM,,1,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12439,Review of International Political Economy,"Chang, Michele; Leblond, Patrick",,MM,,2,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12440,Review of International Political Economy,"Lysandrou, Photis; Nesvetailova, Anastasia",,MF,,1,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12442,Review of International Political Economy,"Sigurgeirsdottir, Silla; Wade, Robert H.",,FM,,1,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12443,Review of International Political Economy,"Schwarzer, Daniela",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12444,New Political Economy,"Nesvetailova, Anastasia",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12445,Review of International Political Economy,"Jiang, Yang",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12446,Review of International Political Economy,"Grabel, Ilene; Gallagher, Kevin P.",,FM,,1,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12447,Review of International Political Economy,"Goodhart, Lucy M.",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12448,New Political Economy,"Rommerskirchen, Charlotte",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12449,European Journal of International Relations,"Pinheiro, D.; Chwieroth, Jeffrey M.; Hicks, A.",,MMM,,3,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12450,Review of International Political Economy,"Quaglia, Lucia; Royo, Sebastien",,MF,,1,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12451,Review of International Political Economy,"Grabel, Ilene",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12452,Capital Flows and Domestic and International Order: Trilemmas from Macroeconomics to Political Economy and International Relations,"Bordo, Michael D.",,M,,1,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12453,New Political Economy,"Bell, Stephen; Hindmoor, Andrew",,MM,,2,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12454,Review of International Political Economy,"Tsingou, Eleni",,F,,0,1,0,0,Article,Background,2015,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12455,Review of International Political Economy,"Chwieroth, Jeffrey M.",,M,,1,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12456,New Political Economy,"Green, Jeremy; Hay, Colin",,MM,,2,0,0,0,Article,Background,2015,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12459,Globalizing capital: a history of the international monetary system,"Eichengreen, Barry J.",,M,,1,0,0,0,Book,Background,2008,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12460,Banking on Basel: the future of international financial regulation,"Tarullo, Daniel K.",,M,,1,0,0,0,Book,Background,2008,Institute for International Economics,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12461,Review of International Political Economy,"Kirshner, Jonathan",,M,,1,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12462,The Review of International Organizations,"Steinwand, Martin C.; Stone, Randall W.",,MM,,2,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12463,Review of International Political Economy,"Helleiner, Eric",,M,,1,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12464,International Finance,"Posen, Adam S.",,M,,1,0,0,0,Article,Background,2008,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12465,The Journal of Politics,"Copelovitch, Mark S.",,M,,1,0,0,0,Article,Background,2008,University of Chicago Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12466,Sovereign wealth and sovereign power: the strategic consequences of American indebtedness,"Setser, Brad",,M,,1,0,0,0,Book,Background,2008,Council on Foreign Relations,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12467,Globalizing capital: a history of the international monetary system,"Eichengreen, Barry J.",,M,,1,0,0,0,Book,Essential,2008,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12468,Governing finance: East Asia's adoption of international standards,"Walter, Andrew",,M,,1,0,0,0,Book,Background,2008,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12469,Capital Inflows and Reserve Accumulation: The Recent Evidence,"Reinhart, Carmen M.; Reinhart, Vincent R.",,FM,,1,1,0,0,Article,Background,2008,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12470,World Politics,"Pepinsky, Thomas B.",,M,,1,0,0,0,Article,Essential,2008,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12471,Global financial regulation: the essential guide,"Davies, H.; Green, David",,MM,,2,0,0,0,Book,Background,2008,Polity,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12472,European monetary integration,"Gros, Daniel; Thygesen, Niels",,MM,,2,0,0,0,Book,Background,1998,Prentice-Hall,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12473,Partisan politics in the global economy,"Garrett, Geoffrey",,M,,1,0,0,0,Book,Background,1998,Cambridge University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12474,International Organization,"Oatley, Thomas; Nabors, Robert",,MM,,2,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12475,Cambridge Journal of Economics,"Palma, G.",,M,,1,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12476,The currency of ideas: monetary politics in the European Union,"McNamara, Kathleen R.",,F,,0,1,0,0,Book,Background,1998,Cornell University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12477,International Organization,"Henning, C. Randall",,M,,1,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12478,Paper Tigers?  A Model of the Asian Crisis,"Corsetti, Giancarlo; Pesenti, Paolo; Roubini, Nouriel",,MMM,,3,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12479,Mad money,"Strange, Susan",,F,,0,1,0,0,Book,Background,1998,Manchester University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
12481,International Organization,"Hall, Peter A.; Franzese, Robert J.",,MM,,2,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12482,Mad money,"Strange, Susan",,F,,0,1,0,0,Book,Essential,1998,Manchester University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,1,0
12483,New Left Review,"Wade, Robert H.; Veneroso, Frank",,MM,,2,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12484,Capital account liberalization: theoretical and practical aspects,"Eichengreen, Barry J.; Mussa, Michael; Dell'Ariccia, Giovanni",,MMM,,3,0,0,0,Book,Background,1998,International Monetary Fund,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,1,0
12485,International Organization,"Hall, Peter A.; Franzese, Robert J.",,MM,,2,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12486,Foreign Policy,"Kapur, Devesh",,M,,1,0,0,0,Article,Background,1998,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12487,World Politics,"Goodman, John B.; Pauly, Louis W.",,MM,,2,0,0,0,Article,Background,1993,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12488,International Organization,"Sandholtz, Wayne",,M,,1,0,0,0,Article,Background,1993,,NA,NA,NA,Masters,0,NA,0,0,1,1,1,0,0,0,0,0,FALSE,0,0,1,0,1
12489,Political dynamics in contemporary Japan,"Rosenbluth, Frances","Allinson, Gary D.; Sone, Yasunori",F,MMF,0,1,2,1,Book,Background,1993,Cornell University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12490,World power and world money: the role of hegemony and international monetary order,"Walter, Andrew",,M,,1,0,0,0,Book,Background,1993,Harvester Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12491,World power and world money: the role of hegemony and international monetary order,"Walter, Andrew",,M,,1,0,0,0,Book,Background,1993,Harvester Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12492,International finance and the developing economies,"Bird, Graham",,M,,1,0,0,0,Book,Background,2004,Palgrave Macmillan,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12495,International Finance,"Cavallo, Domingo",,M,,1,0,0,0,Article,Background,2004,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12496,Review of Development Economics,"McKinnon, Ronald; Schnabl, Gunther",,MM,,2,0,0,0,Article,Background,2004,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12498,Euros and Europeans: monetary integration and the European model of society,"Martin, Andrew; Ross, George",,MM,,2,0,0,0,Book,Background,2004,Cambridge University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12499,Review of International Political Economy,"Donnelly, Shawn",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12500,Review of International Political Economy,"Loetz, Susanne; Kranke, Matthias",,FM,,1,1,0,0,Article,Background,2014,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12501,New Political Economy,"Snaith, Holly",,F,,0,1,0,0,Article,Background,2014,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12502,The Great Wall of money: power and politics in China's international monetary relations,"Steinberg, David A.","Helleiner, Eric; Kirshner, Jonathan",M,MM,1,0,2,0,Book,Background,2014,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12503,Perspectives on Politics,"Gilens, Martin; Page, Benjamin I.",,MM,,2,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12504,Review of International Political Economy,"Golub, Stephen; Kaya, Ayse; Reay, Michael",,MFM,,2,1,0,0,Article,Background,2014,,NA,NA,NA,Masters,0.333,NA,1,0,0,0,0,0,0,1,1,0,FALSE,0,1,0,0,1
12505,New Political Economy,"Chwieroth, Jeffrey M.",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12506,Review of International Political Economy,"Stokes, Doug",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12507,Review of International Political Economy,"Thiemann, Matthias",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12508,Comparative Political Studies,"Mukherjee, B.; Yadav, V.; Bejar, S.",,MFM,,2,1,0,0,Article,Background,2014,,NA,NA,NA,Masters,0.333,NA,1,0,0,0,0,0,0,1,1,0,FALSE,0,1,0,0,1
12509,SSRN Electronic Journal,"Broz, J. Lawrence",,M,,1,0,0,0,Article,Essential,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12510,Review of International Political Economy,"Norrlof, Carla",,F,,0,1,0,0,Article,Essential,2014,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12511,International Organization,"Rickard, Stephanie J.; Caraway, Teri L.",,FF,,0,2,0,0,Article,Background,2014,,NA,NA,NA,Masters,1,NA,1,0,0,0,1,0,0,0,0,1,FALSE,0,0,0,0,1
12512,The Euro Area Crisis: Politics Over Economics,"Orphanides, Athanasios",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12513,American Journal of Political Science,"Bechtel, Michael M.; Hainmueller, Jens; Margalit, Yotam",,MMM,,3,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12514,International Organization,"Nelson, Stephen C.; Katzenstein, Peter J.",,MM,,2,0,0,0,Article,Essential,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12517,Review of International Political Economy,"Germain, Randall; Schwartz, Herman",,MM,,2,0,0,0,Article,Essential,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12518,The Great Wall of money: power and politics in China's international monetary relations,"Walter, Andrew","Helleiner, Eric; Kirshner, Jonathan",M,,1,0,0,0,Book,Background,2014,Cornell University Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,1,0,0,0,0,FALSE,0,0,1,1,0
12519,Review of International Political Economy,"Kirshner, Jonathan",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12520,Review of International Political Economy,"Chwieroth, Jeffrey M.",,M,,1,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12521,Review of International Political Economy,"Norrlof, Carla",,F,,0,1,0,0,Article,Background,2014,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12522,Review of International Political Economy,"Spendzharova, Aneta B.",,F,,0,1,0,0,Article,Background,2014,,NA,NA,NA,Masters,1,NA,1,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,1
12525,Comparative Political Studies,"Grossman, E.; Woll, C.",,MF,,1,1,0,0,Article,Essential,2014,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
12526,"Political Booms, Financial Crises","Herrera, Helios; Ordonez, Guillermo; Trebesch, Christoph",,MMM,,3,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12527,World Politics,"Steinberg, David A.; Malhotra, Krishan",,MM,,2,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,1,0,0,0,0,0,FALSE,1,0,1,0,1
12528,Fragile by design: the political origins of banking crises and scarce credit,"Calomiris; Charles W.; Haber, Stephen H.",,MM,,2,0,0,0,Book,Background,2014,Princeton University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12529,The Great Wall of money: power and politics in China's international monetary relations,"Wang, Hongying","Helleiner, Eric; Kirshner, Jonathan",F,,0,1,0,0,Book,Background,2014,Cornell University Press,NA,NA,NA,Masters,1,NA,1,1,0,1,0,1,0,0,0,0,FALSE,0,0,0,1,0
12530,The Revived Bretton Woods System's First Decade,"Dooley, Michael P.; Folkerts-Landau, David; Garber, Peter M.",,MMM,,3,0,0,0,Article,Background,2014,,NA,NA,NA,Masters,0,NA,0,0,0,0,0,0,0,0,0,0,FALSE,1,0,1,0,1
12536,Curbing bailouts: bank crises and democratic accountability in comparative perspective,"Rosas, Guillermo",,M,,1,0,0,0,Book,Background,2009,University of Michigan Press,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,1,0
12537,International Security,"Drezner, Daniel W.",,M,,1,0,0,0,Article,Background,2009,,NA,NA,NA,Masters,0,NA,0,0,1,1,0,0,0,0,0,0,FALSE,0,0,1,0,1
12538,Re-forming capitalism: institutional change in the German political economy,"Streeck, Wolfgang",,MM,,2,0,0,0,Book,Background,2009,Oxford University Press,NA,NA,NA,Masters,0,NA,0,0,0,0,0,1,0,0,0,0,FALSE,1,0,1,1,0
12539,China Economic Review,"Dobson, Wendy; Masson, Paul R.",,FM,,1,1,0,0,Article,Background,2009,,NA,NA,NA,Masters,0.5,NA,1,0,0,0,0,0,1,0,1,0,FALSE,0,1,0,0,1
